item_category_link_uid,item_category_uid,sequence_no,link_name,full_link_path
15633,10622,3,Evergreen 621 SI Belt Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen621sibelt_sellsheet.pdf
15641,13906,7,Adjustable Evergreen 626 Lumbar Lite Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen626lumbarlite_adjustabledocumentation.pdf
15639,13906,5,Adjustable Evergreen Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen626lumbarlite_adjustableinstructions.pdf
15642,13906,8,Evergreen 626 Lumbar Lite Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen626lumbarlite_documentation.pdf
15640,13906,6,Evergreen Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen626lumbarlite_instructions.pdf
15637,13906,3,Evergreen 626 Lumbar Lite Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen626lumbarlite_sellsheet.pdf
13578,13905,8,Evergreen 627 Lumbar Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen627__documentation.pdf
13576,13905,6,Evergreen Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen627__instructions.pdf
13575,13905,5,Adjustable Evergreen Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen627__instructions2.pdf
13573,13905,3,Evergreen 627 Lumbar Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen627_salessheet.pdf
13577,13905,7,Adjustable Evergreen 627  Lumbar Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen627_salessheet2.pdf
13571,13904,8,Evergreen LSO LoPro Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen631_documentation.pdf
13569,13904,6,Evergreen Adjustable Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen631_instructions.pdf
13570,13904,7,Evergreen Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen631_instructions2.pdf
13565,13904,2,Evergreen Adjustable Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen631_salessheet.pdf
13566,13904,3,Evergreen LSO LoPro Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen631_salessheet2.pdf
13560,13902,4,Product Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen637_documentation.pdf
13559,13902,3,Product Instructions Sized 637,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen637_instructions.pdf
13558,13902,2,Product Instructions Adjustable 637,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen637_instructions2.pdf
13561,13902,5,Evergreen Adjustable 637 Sales Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_evergreen637adj_salessheet.pdf
15646,10006,5,Horizon Line Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_horizon_instructions.pdf
15647,10006,6,Horizon Extension Panels Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_horizon_instructions-extension.pdf
10294,10006,3,Horizon Line Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_horizon_productinfo.pdf
23786,17026,4,Horizon Line Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_horizon_sellsheet.pdf
23790,17026,8,Horizon 456 Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_horizon456_instructions.pdf
15648,10006,7,Horizon 627 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_horizon627lumbar_documentation.pdf
13595,13912,3,Aspen lower Spine Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_lso_brochure.pdf
13596,13912,4,Aspen LSO Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_lso_documentation.pdf
13597,13912,5,Aspen LSO Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_lso_instructions.pdf
886,3307,1,Aspen LSO Sizing Poster,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_lso_sizingsheet.pdf
15631,13828,10,Peak Scoliosis Bracing System Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_peakscoliosis_documentation.pdf
15628,13828,7,Peak Scoliosis Bracing System Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_peakscoliosis_instructions.pdf
15630,13828,9,Peak Scoliosis Bracing System Patient Handbook,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_peakscoliosis_patienthandproduct.pdf
15627,13828,6,Peak Scoliosis Bracing System Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_peakscoliosis_productinfo.pdf
13405,13828,2,Peak Scoliosis Bracing System Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_peakscoliosis_salessheet.pdf
15629,13828,8,Peak Scoliosis Bracing System Upgrade Kit Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_peakscoliosis_upgradeinstructions.pdf
17564,3336,7,Contour Bracing System Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_product-info-contour.pdf
15683,2520,5,QuikDraw Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_quikdraw_instructions.pdf
15684,2520,6,QuikDraw RAP Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_quikdrawrap_documentation.pdf
20169,15641,4,LSO PDAC Letter,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_sierra_lsopdac.pdf
20170,15641,5,TLSO PDAC Letter,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_sierra_tlsopdac.pdf
15619,8080,9,Adjustable Summit 456 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit456_adjustabledocumentation.pdf
15617,8080,7,Adjustable Summit 456 Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit456_adjustableinstructions.pdf
15620,8080,10,Sized Summit 456 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit456_documentation.pdf
15618,8080,8,Sized Summit 456 instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit456_instructions.pdf
4556,5116,2,Summit Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit631_brochure.pdf
15614,5116,10,Summit 631 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit631_documentation.pdf
15613,5116,9,Adjustable Summit 631 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit631_documentationadjustable.pdf
15612,5116,8,Sized Summit 631 Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit631_instructions.pdf
15611,5116,7,Adjustable Summit 631 Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit631_instructionsadjustable.pdf
10297,5116,3,Summit Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit631_productinfo.pdf
10296,7199,2,Summit Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit637_brochures.pdf
13828,7199,4,Adjustable Summit 637 Instructions Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit637_instructions.pdf
13829,7199,5,Sized Summit 637 Instructions Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit637_instructionssized.pdf
13827,7199,3,Summit Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit637_productinfo.pdf
13831,7199,7,Summit 637 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit637_sizingchart.pdf
13830,7199,6,Adjustable Summit 637 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_summit637_sizingchartadjustable.pdf
13590,13911,2,Aspen Lower Spine Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_tlso_brochure.pdf
13591,13911,3,Aspen TLSO Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_tlso_documentation.pdf
13592,13911,4,Aspen TLSO Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_tlso_instructions.pdf
10287,8707,2,Vista Lower Spine Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista_brochure.pdf
15660,8704,7,Vista Lower Spine Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista_instructions.pdf
15661,8704,8,Aspen Therapy Pack Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista_instructionstp.pdf
15659,8704,6,Vista Lower Spine Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista_productinfo.pdf
15675,8707,10,Vista 464 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista464_documentation.pdf
15674,8707,9,Aspen/Vista Lower Spine Extension Panels Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista464_instructions.pdf
15666,8705,9,Vista 627 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista627_documentation.pdf
15662,8704,9,Vista 631 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista631_documentation.pdf
15670,8706,9,Vista 637 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista637_documentation.pdf
15682,10909,11,Vista 639 Documentation Worksheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista639_documentation.pdf
15679,10909,8,Vista 639 Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista639_instructions.pdf
15676,10909,5,Vista 639 Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vista639_sellsheet.pdf
15882,3337,10,Vista Orthopedics This Week Award,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollar_award.pdf
885,3337,2,Vista Upper Spine Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollar_brochure.pdf
15880,3337,8,Vista Collar/Pediatric Collar Guidelines,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollar_guidlines.pdf
15881,3337,9,Aspen and Vista Collar Patient Handbook,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollar_handbook.pdf
15879,3337,7,Vista Collar/TX Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollar_instructions.pdf
15878,3337,6,Vista Upper Spine Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollar_productinfo.pdf
15877,3337,5,Vista Collar/ICU Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollar_sellsheet.pdf
15902,13761,4,Vista ICU Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollaricu_instructions.pdf
15901,13761,3,Vista Upper Spine Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollaricu_productinfo.pdf
15900,13761,2,Vista Collar/ICU Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacollaricu_sellsheet.pdf
17620,7629,2,Vista Upper Spine Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto2_brochure.pdf
17623,7629,5,Vista CTO/CTO4 Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto2_instructions.pdf
17624,7629,6,Vista CTO Upgrade Kit Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto2_instructions2.pdf
17621,7629,3,Vista CTO/CTO4 Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto2_salessheet.pdf
17622,7629,4,Vista Upper Spine Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto2_salessheet2.pdf
17625,7629,7,Vista CTO Award,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto2_salessheet3.pdf
17630,14609,4,Vista CTO/CTO4 Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto4_instructions.pdf
17631,14609,5,Vista CTO4 Upgrade Kit Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto4_instructions2.pdf
17628,14609,2,Vista CTO/CTO4 Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistacto4_salessheet.pdf
15886,10022,5,Vista MultiPost Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistamp_instructions.pdf
15885,10022,4,Vista Upper Spine Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistamp_productinfo.pdf
15884,10022,3,Vista MultiPost Sell Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistamp_sellsheet.pdf
1661,4125,2,Vista Upper Spine Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistatxcollar_brochure.pdf
15899,4125,5,Vista Collar/TX Instruction Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistatxcollar_instructions.pdf
7624,4125,3,Vista Upper Spine Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen_vistatxcollar_productinfo.pdf
27838,18662,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen-active-p-tlso-brochure.pdf
27840,18662,4,PDAC Letter,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen-active-p-tlso-coding-letter-L0456.pdf
27839,18662,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/aspen-active-p-tlso-ifu.pdf
18370,14995,2,Aspen Lumbar Support Product Info Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AspenLumbarSellSheet_10-11-16-final.pdf
20118,15641,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Aspen-Sierra-Sell-Sheet_01-23-17_Final.pdf
14420,12478,2,Flyer,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/atlas_oscimed2000_flyer.pdf
15965,14360,2,Witzel's IR1300 blister test report,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/atlas_witxelir1300_test.pdf
27165,18466,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Attractive_OTC_5140_szchart_18.pdf
20229,14154,3,Preventing Pressure Injuries: Intervention with the Adjunctive Treatment of a Textile Friction Reduction Material,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Aviles-GW-Digital-Apr-2017.pdf
22660,16561,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.00600C Knee Support Univ Horseshoe.pdf
22646,16558,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.00610E - Universal Wrist Splint IFU.pdf
22082,9576,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.01180D-Polar-wraps.pdf
22556,12713,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.01743 - Binders & Rib Belts IFU.pdf
22651,6511,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.01815 - Clavicle Support IFU.pdf
22530,16531,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.01929A Sling and Swathe.pdf
22661,3047,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.01930A Tendon Strap.pdf
22531,9564,2,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.01931A Shoulder Immob.pdf
22143,5304,4,Patient's Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.01996A-Ninja_Patient-Instructions.pdf
22522,7734,3,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/AW-1.02047A Shoulder Slings.pdf
